segment_id,street_name,start_lat,start_lon,end_lat,end_lon
street_234,Zurich_Street_234,47.368513,8.528965,47.36828,8.530253
street_235,Zurich_Street_235,47.375617,8.552405,47.377361,8.552328
street_236,Zurich_Street_236,47.381494,8.539455,47.379784,8.539418
street_237,Zurich_Street_237,47.371774,8.528455,47.373278,8.529687
street_238,Zurich_Street_238,47.38433,8.550804,47.384131,8.552378
street_239,Zurich_Street_239,47.384345,8.549138,47.383331,8.549403
street_240,Zurich_Street_240,47.365278,8.541097,47.365,8.540546
street_241,Zurich_Street_241,47.378447,8.542537,47.377812,8.54415
street_242,Zurich_Street_242,47.367167,8.532015,47.36681,8.532416
street_243,Zurich_Street_243,47.376228,8.552458,47.37655,8.553225
street_244,Zurich_Street_244,47.381477,8.552282,47.381996,8.551482
street_245,Zurich_Street_245,47.367796,8.553388,47.36784,8.552432
street_246,Zurich_Street_246,47.366944,8.551618,47.367146,8.550944
street_247,Zurich_Street_247,47.37841,8.547294,47.379343,8.545618
street_248,Zurich_Street_248,47.379845,8.529636,47.380499,8.530548
street_249,Zurich_Street_249,47.374787,8.537243,47.37518,8.53913
street_250,Zurich_Street_250,47.372411,8.538301,47.370892,8.539486
street_251,Zurich_Street_251,47.366987,8.54557,47.366804,8.546874
street_252,Zurich_Street_252,47.372173,8.536944,47.372718,8.537509
street_253,Zurich_Street_253,47.381961,8.538642,47.380799,8.537701
street_254,Zurich_Street_254,47.376943,8.525641,47.378622,8.525709
street_255,Zurich_Street_255,47.367518,8.541937,47.366918,8.541995
street_256,Zurich_Street_256,47.369143,8.531479,47.370732,8.530624
street_257,Zurich_Street_257,47.367951,8.552016,47.367559,8.552333
street_258,Zurich_Street_258,47.367894,8.5289,47.368673,8.5293
street_259,Zurich_Street_259,47.378221,8.525773,47.377715,8.525903
street_260,Zurich_Street_260,47.369759,8.534713,47.370005,8.535434
street_261,Zurich_Street_261,47.379834,8.540783,47.380075,8.539182
street_262,Zurich_Street_262,47.38056,8.540397,47.380544,8.539734
street_263,Zurich_Street_263,47.383908,8.526301,47.382666,8.527424
street_264,Zurich_Street_264,47.375429,8.538741,47.376155,8.540547
street_265,Zurich_Street_265,47.37458,8.537049,47.374673,8.535522
street_266,Zurich_Street_266,47.383194,8.527205,47.382803,8.526722
street_267,Zurich_Street_267,47.366314,8.53325,47.36588,8.531867
street_268,Zurich_Street_268,47.371504,8.554839,47.371875,8.553597
street_269,Zurich_Street_269,47.377109,8.527975,47.375869,8.52891
street_270,Zurich_Street_270,47.378018,8.548069,47.379562,8.548414
street_271,Zurich_Street_271,47.374031,8.531855,47.374322,8.530889
street_272,Zurich_Street_272,47.37332,8.527853,47.372338,8.527273
street_273,Zurich_Street_273,47.372486,8.529579,47.373258,8.531298
street_274,Zurich_Street_274,47.381635,8.527797,47.380992,8.527752
street_275,Zurich_Street_275,47.381235,8.541691,47.380715,8.540413
street_276,Zurich_Street_276,47.371593,8.528667,47.370705,8.528144
street_277,Zurich_Street_277,47.380006,8.551043,47.379694,8.552593
street_278,Zurich_Street_278,47.377008,8.535549,47.378338,8.535866
street_279,Zurich_Street_279,47.378135,8.531727,47.377588,8.532101
street_280,Zurich_Street_280,47.372351,8.547878,47.371077,8.548357
street_281,Zurich_Street_281,47.381903,8.554236,47.380772,8.55293
street_282,Zurich_Street_282,47.377854,8.525788,47.376192,8.526694
street_283,Zurich_Street_283,47.370349,8.530412,47.371797,8.52985
street_284,Zurich_Street_284,47.371796,8.525183,47.371066,8.525
street_285,Zurich_Street_285,47.373016,8.529256,47.373293,8.530679
street_286,Zurich_Street_286,47.379922,8.531454,47.380873,8.530843
street_287,Zurich_Street_287,47.372401,8.546648,47.371715,8.545131
street_288,Zurich_Street_288,47.366699,8.526578,47.366203,8.526035
street_289,Zurich_Street_289,47.378479,8.533163,47.378614,8.531676
street_290,Zurich_Street_290,47.373841,8.533195,47.374911,8.534427
street_291,Zurich_Street_291,47.373598,8.533497,47.373726,8.531985
street_292,Zurich_Street_292,47.378343,8.526363,47.377704,8.525476
street_293,Zurich_Street_293,47.365154,8.534043,47.365774,8.534574
street_294,Zurich_Street_294,47.37011,8.534844,47.369599,8.534834
street_295,Zurich_Street_295,47.368514,8.536406,47.368511,8.534851
street_296,Zurich_Street_296,47.381667,8.549186,47.381203,8.549579
street_297,Zurich_Street_297,47.365846,8.525562,47.365,8.526781
street_298,Zurich_Street_298,47.376515,8.542202,47.377289,8.540842
street_299,Zurich_Street_299,47.367303,8.525626,47.366367,8.525939
street_300,Zurich_Street_300,47.377363,8.549961,47.378351,8.55156
